1,0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
70.933,-8.667
59.783,5.35
61.383,5.867
64.85,11.233
59.933,2.417
80.05,16.25
77.0,15.5
78.917,11.933
78.067,13.633
78.25,22.783
78.917,11.933
78.25,15.467
80.65,25.0
69.3,16.133
80.067,31.5
69.233,17.9
69.6,17.833
78.933,28.9
77.683,14.783
77.517,20.817
76.483,16.55
69.067,18.533
64.349,7.8
78.656,16.36
69.683,18.917
69.65,18.933
69.65,18.9
74.517,19.0
69.017,19.283
70.25,19.5
70.317,20.15
69.559,20.094
69.367,20.267
69.383,20.267
70.033,20.983
69.733,21.017
70.617,22.45
70.417,22.817
70.483,22.15
70.483,22.15
69.833,21.883
69.783,20.95
69.0,23.033
69.983,23.367
69.583,23.533
70.683,23.683
70.683,23.683
71.1,23.983
69.367,24.433
69.567,23.533
70.067,24.983
70.067,25.117
76.5,25.067
70.45,25.217
69.467,25.517
71.067,26.233
69.9,26.417
71.0,25.967
71.016,27.817
70.4,28.2
70.212,28.159
71.1,28.217
69.147,29.244
70.867,29.033
69.45,30.033
69.85,29.417
70.6,29.7
59.567,2.217
66.017,8.083
60.633,3.717
61.45,2.133
61.533,2.2
70.05,29.833
68.467,17.5
62.567,11.333
61.833,6.117
59.183,9.567
70.6,29.733
58.367,1.9
60.886,3.61
69.733,29.9
70.7,30.083
70.35,31.05
70.367,31.1
70.35,31.05
65.2,11.0
65.333,7.317
65.099,11.7
68.367,15.95
68.367,15.95
67.517,12.1
67.517,12.1
65.7,11.85
65.867,12.183
66.0,11.683
65.45,12.217
66.8,13.983
60.417,8.517
66.9,13.633
66.767,12.483
65.95,12.467
65.817,12.417
66.367,12.617
65.783,13.217
64.159,12.469
67.883,13.05
65.167,13.367
65.617,13.283
65.183,13.417
66.117,13.583
66.933,13.45
67.3,13.5
67.653,12.723
68.15,13.617
68.05,13.883
67.4,13.883
68.35,13.967
66.233,13.9
65.826,14.185
66.383,14.517
66.333,14.1
66.5,14.95
66.35,14.3
67.267,14.367
67.283,14.45
68.583,14.3
68.633,14.467
68.6,14.433
67.167,15.483
68.15,14.65
68.245,14.669
68.567,15.017
66.5,15.25
67.833,14.783
68.7,15.417
68.65,15.283
66.937,15.316
67.233,15.317
68.0,15.617
68.567,16.267
68.8,16.533
68.583,16.583
68.483,16.683
68.933,16.683
68.483,16.883
68.283,17.317
68.417,17.65
68.44,17.389
68.467,17.5
68.75,17.817
68.783,19.7
68.75,23.533
62.033,4.983
62.333,5.267
62.1,5.583
62.167,6.067
62.183,6.05
62.567,6.117
62.867,6.533
62.65,6.767
62.617,7.233
62.617,7.217
62.733,7.25
62.233,7.417
62.467,7.767
63.05,9.083
63.1,7.8
62.467,6.217
63.517,7.95
62.833,8.3
63.85,8.467
62.267,8.2
62.233,8.367
62.45,7.85
62.083,9.117
63.317,9.85
62.083,9.133
62.1,9.05
62.15,9.283
62.117,9.283
62.217,9.55
64.167,9.4
63.7,9.6
63.967,10.217
63.333,9.65
62.6,9.667
63.85,9.733
62.133,10.0
62.817,10.017
62.95,10.183
62.983,10.55
63.417,10.45
63.417,10.433
64.4,10.45
64.8,10.55
