stationId,usaf,wban,stationName,country,fipsCountry,state,callSign,lat,lon,elevation,begin,end
423630-99999,423630,99999,"MISSISSIPPI CANYON O",US,US,LA,42363,28.16,-89.22,37.0,20130901,20140313
690020-93218,690020,93218,"JOLON HUNTER LIGGETT MIL RES",US,US,CA,KHGT,36.0,-121.233,317.0,19640715,19970401
690070-93217,690070,93217,"FRITZSCHE AAF",US,US,CA,KOAR,36.683,-121.767,43.0,19600404,19930831
690079-99999,690079,99999,"MARINA MUNI",US,US,CA,KOAR,36.682,-121.762,42.0,,
690090-99999,690090,99999,"HURLBURT FLD/EXERCIS",US,US,FL,,30.433,-86.717,3.0,20081010,20100326
690110-99999,690110,99999,"SELFRIDGE ANGB/TRAIN",US,US,MI,,42.608,-82.835,177.0,19430614,19920507
690138-99999,690138,99999,"156WF/MOBILE",US,GM,NC,KQNC,,,None,,
690140-93101,690140,93101,"EL TORO MCAS",US,US,CA,KNZJ,33.667,-117.733,116.7,19890101,19990606
690150-93121,690150,93121,"TWENTYNINE PALMS",US,US,CA,KNXP,34.3,-116.167,695.9,19900102,20140313
690150-99999,690150,99999,"TWENTYNINE PALMS",US,US,CA,KNXP,34.3,-116.167,626.0,19891115,19891229
690169-99999,690169,99999,"TUSTIN MCAS",US,US,CA,KNTK,33.7,-117.833,17.0,,
690170-99999,690170,99999,"IND SPRNG RANGE 63",US,US,NV,KL63,36.533,-115.567,972.0,19800514,20110125
690174-99999,690174,99999,"INDIAN SPRINGS RANGE",US,US,NV,L63,36.533,-115.567,972.0,19780823,19800430
690190-13910,690190,13910,"ABILENE DYESS AFB",US,US,TX,KDYS,32.433,-99.85,545.3,19431201,20140313
690190-99999,690190,99999,"ABILENE DYESS AFB",US,US,TX,KDYS,32.433,-99.85,545.0,20000103,20041230
690200-99999,690200,99999,"GOVERNOR HYDE",US,US,NC,,35.25,-76.167,2.0,19800418,19810304
690210-99999,690210,99999,"ALLIGATOR BRIDGE",US,US,NC,,35.9,-76.0,2.0,19800418,19840929
690220-99999,690220,99999,"ALBEMARLE BRIDGE",US,US,NC,,35.983,-76.5,2.0,19800418,19840929
690230-24255,690230,24255,"WHIDBEY ISLAND NAS",US,US,WA,KNUW,48.35,-122.667,14.3,19891201,20090602
690240-99999,690240,99999,"PACIFIC BEACH",US,US,WA,KNIX,47.217,-124.2,18.0,19800603,19851031
690250-99999,690250,99999,"KITTY HAWK SCHOOL",US,US,NC,,36.1,-75.75,3.0,19800922,19810223
690260-99999,690260,99999,"CHEBOYGAN",US,US,MI,CYGM4,45.65,-84.467,176.0,19800611,20011023
690280-99999,690280,99999,"PORT ISABEL (CGS)",US,US,TX,K9R3,26.067,-97.167,5.0,19820627,19831116
690290-99999,690290,99999,"PORT ARANSAS",US,US,TX,,27.833,-97.067,2.0,19820625,20041129
690300-99999,690300,99999,"PORT O`CONNOR (CGS)",US,US,TX,K8R9,28.433,-96.433,3.0,19820625,20011003
690310-03125,690310,03125,"YUMA PROVING GROUND",US,US,AZ,,32.833,-114.4,98.8,19870701,19900420
690320-99999,690320,99999,"BLAINE HARBOR MUNI",US,US,WA,WA09,48.983,-122.733,21.0,19920416,19940303
690330-99999,690330,99999,"HOOD CANAL BRIDGE",US,US,OR,K4S2,45.667,-121.533,192.0,19910307,20080106
690500-99999,690500,99999,"FORT CHAFFEE",US,US,AR,KQCU,35.167,-94.2,143.0,19830119,20060720
690524-99999,690524,99999,"2 CWSS TMQ-53",US,US,FL,KQBL,30.417,-86.667,9.0,19910315,20140313
690584-99999,690584,99999,"BULL FARP",US,US,CA,KQCX,33.067,-115.017,230.0,19990602,20100513
690744-99999,690744,99999,"DAVIS-MONTHAN/EXERCI",US,US,AZ,KQDV,32.167,-110.883,824.0,,
690834-99999,690834,99999,"FT IRWIN/NTC/EXERCIS",US,US,CA,KQFI,35.283,-116.35,176.0,20120907,20121012
690924-99999,690924,99999,"MOODY AFB/EXERCISE",US,US,GA,KQMB,30.967,-83.2,71.0,19910209,20090321
690964-99999,690964,99999,"MCCHORD FIELD SOUTH",US,US,WA,KQMF,47.133,-122.483,98.0,19910217,20140122
690974-99999,690974,99999,"MCGREGOR RANGE BASE",US,US,NM,KQMG,32.067,-106.15,1283.0,19910312,20111213
691100-99999,691100,99999,"TACTS AIRFIELD/USMC",US,US,AZ,,32.5,-114.15,248.0,,
691164-99999,691164,99999,"REDSTONE ARSENAL",US,US,AL,,34.683,-86.683,209.0,19771026,20010323
691174-99999,691174,99999,"ABERDEEN PVNG GRND",US,US,MD,,39.467,-76.167,18.0,19361001,20030816
691224-99999,691224,99999,"AFWA ASSIGNED",US,US,CA,KQAM,,,None,19781028,20040730
691334-99999,691334,99999,"HILL/WENDOVER R GWC",US,US,UT,KQSL,41.05,-113.067,1299.0,19910521,20030816
691404-99999,691404,99999,"DATELAND",US,US,AZ,KQDA,32.732,-113.633,117.0,19850424,20100506
691414-99999,691414,99999,"SPEED BAG AIRFIELD",US,US,AZ,KQDB,33.267,-115.417,93.0,19850424,20121016
691474-99999,691474,99999,"MOLINELLI AHP TMOS",US,US,AL,KQDH,31.483,-85.783,149.0,19911204,20061020
691684-99999,691684,99999,"VICTORVILLE (ANG)",US,US,CA,KQKV,34.6,-117.383,876.0,19850303,20140313
691804-99999,691804,99999,"CAMP BLANDING",US,US,FL,KQLG,29.967,-81.983,59.0,19860119,20100430
692250-99999,692250,99999,"AFCWC PROFILER TEST",US,US,FL,,30.433,-86.7,9.0,,
692304-99999,692304,99999,"FT AP HILL/EXERCISE",US,US,VA,KQAP,38.1,-77.267,56.0,19791021,20120310
692364-99999,692364,99999,"FALLON NAS",US,US,NV,KQAV,39.417,-118.7,1199.0,19781027,20020501
692374-99999,692374,99999,"FORT BRAGG 1/EXERCIS",US,US,NC,KQAW,35.14,-78.95,40.0,19830809,20100217
692464-99999,692464,99999,"CAMP ROBERTS/EXERCIS",US,US,CA,KQCH,35.717,-120.767,272.0,19840403,20140305
692494-99999,692494,99999,"SUPERIOR VALLEY G R",US,US,CA,KQCK,35.333,-117.1,961.0,19950401,19991210
692504-99999,692504,99999,"AFWA ASSIGNED",US,US,NY,KQWS,,,None,19780105,20130909
692584-99999,692584,99999,"CREECH AFB TMOS-P",US,US,NV,KQCR,36.583,-115.667,955.0,19831201,20100923
692644-99999,692644,99999,"MUSCATATUCK TRNG CTR",US,US,IN,KQMT,39.05,-85.617,247.0,19970724,20130611
692694-99999,692694,99999,"FOB MIAMI NTC/EXERCI",US,US,CA,KQMY,35.283,-116.35,570.0,19910209,20120401
692704-99999,692704,99999,"MPRC-FT STEWART",US,US,GA,KQRC,32.033,-81.667,18.0,19850125,20091215
692754-99999,692754,99999,"2 CWSS TMQ-53",US,US,FL,KQRS,30.417,-86.667,9.0,19840922,20131211
692764-99999,692764,99999,"2 CWSS TMQ-53",US,US,FL,KQRT,30.417,-86.667,9.0,19840925,20140220
692784-99999,692784,99999,"KING SALMON",US,US,AK,KQRV,58.667,-156.65,14.0,19841127,20001205
692884-99999,692884,99999,"FOB MIAMI/NTC/EXERCI",US,US,CA,KQMZ,35.283,-116.35,581.0,19910209,19991124
693254-99999,693254,99999,"AFWA ASSIGNED",US,US,FL,KQHY,,,None,19830811,20140313
693804-99999,693804,99999,"GALENA",US,US,AK,KQRB,64.717,-156.917,49.0,20020413,20020413
694254-99999,694254,99999,"VALDEZ",US,US,AK,,61.133,-146.367,None,,
694300-99999,694300,99999,"EAGLE RANGE       &",US,US,UT,,41.05,-113.067,1292.0,19800423,19910626
695354-99999,695354,99999,"AFWA ASSIGNED",US,US,MS,KQNF,,,None,20020212,20050117
695364-99999,695364,99999,"AFWA ASSIGNED",US,US,VA,KQNG,,,None,20010627,20081015
695414-99999,695414,99999,"RED PASS LAKE / NTC",US,US,CA,KQNL,35.266,-116.367,663.0,20010319,20120731
695424-99999,695424,99999,"AFWA ASSIGNED",US,US,CA,KQNM,,,None,20011101,20020820
696134-99999,696134,99999,"JET TEST BASE 1",US,US,NM,KQJM,31.0,-112.0,610.0,19901201,20060427
696454-99999,696454,99999,"AUX 2 FARP",US,US,AZ,KQOS,32.549,-114.5,82.0,19840426,20120808
696464-99999,696464,99999,"TACTS AIRFIELD",US,US,AZ,KQOT,32.5,-114.15,248.0,19900809,20131026
697534-99999,697534,99999,"FORT IRWIN",US,US,CA,KQIW,35.283,-116.617,322.0,19850218,20080201
698114-99999,698114,99999,"METMFR 29 PALMS",US,US,CA,KQGY,34.3,-116.15,626.0,19840216,20100128
698324-99999,698324,99999,"BOGUE FIELD MCALF",US,US,NC,KQWT,34.683,-77.033,None,19960409,19960901
698414-99999,698414,99999,"319 MISSILE SQ",US,US,CO,KQXG,40.5,-103.833,1880.0,20010320,20010411
698424-99999,698424,99999,"FOXTROT FLT 320 MISS",US,US,NE,KQXH,41.367,-103.483,1453.0,,
698454-99999,698454,99999,"NOVEMBER FLT 321 MIS",US,US,NE,KQXK,40.633,-103.833,1459.0,,
699510-99999,699510,99999,"612 SPTS / TRAINING",US,US,AZ,KQ12,32.167,-110.883,826.0,,
699520-99999,699520,99999,"15 OWS / TRAINING",US,US,IL,KQ15,38.55,-89.85,138.0,,
699530-99999,699530,99999,"17 OWS / TRAINING",US,US,HI,KQ17,21.317,-157.933,4.0,,
699550-99999,699550,99999,"25 OWS / TRAINING",US,US,AZ,KQ25,32.167,-110.883,824.0,,
699560-99999,699560,99999,"26 OWS / TRAINING",US,US,LA,KQ26,32.5,-93.667,51.0,,
699570-99999,699570,99999,"28 OWS / TRAINING",US,US,SC,KQ28,33.967,-80.467,74.0,,
699604-03145,699604,03145,"YUMA MCAS",US,US,AZ,KNYL,32.65,-114.617,64.9,19870701,20140313
700001-26492,700001,26492,"PORTAGE GLACIER",US,US,AK,PATO,60.785,-148.839,31.4,20060101,20140313
700001-99999,700001,99999,"PORTAGE GLACIER",US,US,AK,PATO,60.783,-148.833,29.0,20040510,20051231
700197-26558,700197,26558,"SELAWIK",US,US,AK,PASK,66.6,-159.986,7.6,20060101,20140313
700197-99999,700197,99999,"SELAWIK",US,US,AK,PASK,66.617,-160.0,8.0,19940818,20051231
700260-27502,700260,27502,"BARROW/W. POST W. R",US,US,AK,PABR,71.283,-156.782,4.0,19201001,20140313
700264-99999,700264,99999,"SSDC",US,US,AK,XIS,71.317,-155.217,0.0,19920807,19920807
700265-99999,700265,99999,"BARROW W POST-W ROGERS ARPT",US,US,AK,,71.333,-156.633,4.0,19750228,19780130
700270-99999,700270,99999,"SANDIA LAB. D",US,US,AK,,71.317,-156.617,11.0,,
700271-27506,700271,27506,"BARROW POINT BARROW",US,US,AK,KPBA,71.333,-156.65,6.1,19740318,19750302
700300-27503,700300,27503,"WAINWRIGHT (DEW)",US,US,AK,PAWI,70.639,-159.995,9.1,20060101,20140303
700300-27508,700300,27508,"WAINWRIGHT (DEW)",US,US,AK,PAWI,70.617,-159.85,27.0,19730101,19991231
700300-99999,700300,99999,"WAINWRIGHT (DEW)",US,US,AK,PAWI,70.617,-159.85,27.0,20000101,20051231
700450-27512,700450,27512,"LONELY",US,US,AK,LNI,70.917,-153.25,9.1,19730101,19890925
700450-99999,700450,99999,"LONELY",US,US,AK,LNI,70.917,-153.25,9.1,20020505,20060125
700630-27403,700630,27403,"OLIKTOK POW 2",US,US,AK,POLI,70.5,-149.883,4.9,19730101,19990929
700630-99999,700630,99999,"OLIKTOK POW 2",US,US,AK,POLI,70.5,-149.883,4.9,20030811,20030811
700631-25715,700631,25715,"ATKA AIRPORT",US,US,AK,PAAK,52.22,-174.206,17.1,20060101,20140313
700631-99999,700631,99999,"ATKA AIRPORT",US,US,AK,PAKA,52.22,-174.206,17.0,20040713,20051231
700632-26645,700632,26645,"BUCKLAND",US,US,AK,PABL,65.983,-161.133,9.1,20060101,20140313
700632-99999,700632,99999,"BUCKLAND",US,US,AK,PABL,65.983,-161.15,9.0,20040713,20051231
700634-27408,700634,27408,"UGNU-KUPARUK AIRPORT",US,US,AK,PAKU,70.331,-149.598,20.4,20060101,20140313
700634-99999,700634,99999,"UGNU-KUPARUK AIRPORT",US,US,AK,PAKU,70.317,-149.583,20.0,19810220,20051231
700635-26465,700635,26465,"GALBRAITH LAKE",US,US,AK,PAGB,68.479,-149.49,812.3,20060105,20140312
700635-99999,700635,99999,"GALBRAITH LAKE",US,US,AK,PAGB,68.483,-149.483,814.0,19750108,20051229
700636-27405,700636,27405,"PRUDHOE BAY",US,US,AK,PAUD,70.25,-148.333,14.0,19730101,19990614
700637-27406,700637,27406,"DEADHORSE",US,US,AK,PASC,70.192,-148.477,18.3,19730101,20140313
700638-99999,700638,99999,"FALSE PASS",US,US,AK,PAKF,54.85,-163.417,6.0,19730101,20140313
700639-99999,700639,99999,"HAPPY VALLEY(SAWRS)",US,US,AK,HVY,69.15,-148.817,286.0,19740616,19780111
700860-27401,700860,27401,"BARTER ISLAND",US,US,AK,PABA,70.134,-143.577,1.5,19471001,20140313
700860-99999,700860,99999,"BARTER ISLAND",US,US,AK,PABA,70.133,-143.633,15.0,20000102,20041231
700863-99999,700863,99999,"BARTER ISLAND LRRS",US,US,AK,PBTI,70.133,-143.583,2.0,19901104,19910621
700865-99999,700865,99999,"BARTER ISLAND(AWOS)",US,US,AK,,70.133,-143.583,2.0,19731207,19961009
700866-99999,700866,99999,"CHALLENGE ISLAND",US,US,AK,CEH,70.233,-146.5,0.0,19750109,19810328
700867-99999,700867,99999,"FRANKLIN BLUFFS",US,US,AK,FKF,69.717,-148.683,108.0,19750108,19770816
700868-99999,700868,99999,"ATIGUN",US,US,AK,5AI,68.183,-149.417,1032.0,19750112,19750401
700869-99999,700869,99999,"CHANDALAR SHELF",US,US,AK,5CD,68.067,-149.583,982.0,19750109,19780923
701040-26631,701040,26631,"CAPE LISBURNE AFS",US,US,AK,PALU,68.867,-166.133,3.0,20060101,20140313
701040-99999,701040,99999,"CAPE LISBURNE AFS",US,US,AK,PALU,68.883,-166.133,3.0,19520829,20051231
701043-26601,701043,26601,"POINT HOPE AIRPORT",US,US,AK,PAPO,68.35,-166.8,4.0,,
701043-26623,701043,26623,"POINT HOPE AIRPORT",US,US,AK,PAPO,68.35,-166.8,4.0,20060101,20140313
701043-99999,701043,99999,"POINT HOPE AIRPORT",US,US,AK,PAPO,68.35,-166.8,4.0,19431001,20051231
701045-26649,701045,26649,"RED DOG",US,US,AK,PADG,68.031,-162.903,296.9,20060103,20140313
701045-99999,701045,99999,"RED DOG",US,US,AK,PADG,68.067,-162.833,297.0,19980226,20051230
701046-26418,701046,26418,"CENTRAL AIRPORT",US,US,AK,PACE,65.567,-144.765,284.1,20050101,20130209
701050-99999,701050,99999,"LANAI",US,US,HI,PLNY,20.783,-156.95,399.0,,
701051-99999,701051,99999,"KONA",US,US,HI,PKOA,19.733,-156.05,14.0,,
701160-26618,701160,26618,"WALES",US,US,AK,,65.617,-168.05,5.0,19430701,19771221
701160-99999,701160,99999,"WALES",US,US,AK,,65.617,-168.05,5.0,20040701,20040701
701170-26634,701170,26634,"TIN CITY AFS",US,US,AK,PATC,65.563,-167.921,82.0,20060101,20140313
701170-99999,701170,99999,"TIN CITY AFS",US,US,AK,PATC,65.567,-167.917,83.0,19530504,20051231
701175-99999,701175,99999,"",US,US,AK,,,,None,19740604,19740628
701190-99999,701190,99999,"PORT CLARENCE",US,US,AK,PAPC,65.25,-166.867,5.0,19730101,20130910
701195-26625,701195,26625,"SHISHMAREF",US,US,AK,PASH,66.25,-166.05,2.1,20060101,20140313
701195-99999,701195,99999,"SHISHMAREF",US,US,AK,PASH,66.25,-166.083,4.0,19831104,20051231
701196-99999,701196,99999,"KINANA/BOB BAKER ME",US,US,AK,PAIK,66.983,-160.433,51.0,19831222,20140313
701210-26624,701210,26624,"POINT LAY",US,US,AK,PPIZ,69.717,-163.0,7.6,20060101,20140312
701210-26638,701210,26638,"POINT LAY",US,US,AK,PPIZ,69.817,-162.917,6.0,19730101,19991231
701210-99999,701210,99999,"POINT LAY",US,US,AK,PPIZ,69.817,-162.917,6.0,20000101,20051231
701213-99999,701213,99999,"POINT LAY(DEW/AWOS)",US,US,AK,PPIZ,69.733,-163.017,6.0,19901121,19910803
701330-26616,701330,26616,"KOTZEBUE RALPH WIEN",US,US,AK,PAOT,66.867,-162.633,4.9,19730101,20140313
701331-99999,701331,99999,"DEERING",US,US,AK,,66.067,-162.75,5.0,19840402,19850612
701333-26643,701333,26643,"DEERING",US,US,AK,PADE,66.069,-162.764,4.6,19990103,20140313
701333-99999,701333,99999,"DEERING",US,US,AK,PADE,66.083,-162.75,6.0,19980111,19981229
701334-99999,701334,99999,"KOTZEBUE",US,US,AK,,66.883,-162.6,3.0,19960801,19961009
701335-26648,701335,26648,"NOATAK",US,US,AK,PAWN,67.566,-162.975,26.8,20060101,20140313
701335-99999,701335,99999,"NOATAK",US,US,AK,PAWN,67.55,-162.967,27.0,19950708,20051231
701337-99999,701337,99999,"WALES AIRPORT",US,US,AK,PAIW,65.617,-168.1,7.0,20090122,20140313
701338-99999,701338,99999,"CHEVAK AIRPORT",US,US,AK,PAVA,61.533,-165.583,23.0,20090210,20140312
701486-26642,701486,26642,"KIVALINA",US,US,AK,PAVL,67.732,-164.548,3.0,20060101,20140313
701486-99999,701486,99999,"KIVALINA",US,US,AK,PAVL,67.733,-164.55,4.0,19990114,20051231
701620-26508,701620,26508,"UMIAT",US,US,AK,PAUM,69.367,-152.133,85.0,19460101,20130410
701620-99999,701620,99999,"UMIAT",US,US,AK,PAUM,69.367,-152.133,85.0,20000101,20041126
701625-26542,701625,26542,"ANAKTUVUK PASS",US,US,AK,PAKP,68.167,-151.767,641.0,20060101,20140311
701625-99999,701625,99999,"ANAKTUVUK PASS",US,US,AK,PAKP,68.133,-151.733,641.0,19800911,20051231
701718-26551,701718,26551,"AMBLER",US,US,AK,PAFM,67.1,-157.85,88.1,20060101,20140313
701718-99999,701718,99999,"AMBLER",US,US,AK,PAFM,67.1,-157.85,102.0,19880105,20051231
701719-99999,701719,99999,"SHUNGNAK",US,US,AK,PAGH,66.888,-157.16,61.0,19850208,20140313
701720-99999,701720,99999,"HUGHES",US,US,AK,,66.05,-154.267,88.0,,
701730-26535,701730,26535,"INDIAN MOUNTAIN AFS",US,US,AK,PAIM,66.0,-153.7,388.9,20050101,20140313
701730-99999,701730,99999,"INDIAN MOUNTAIN AFS",US,US,AK,PAIM,66.0,-153.7,389.0,19510801,20041231
701740-26533,701740,26533,"BETTLES",US,US,AK,PABT,66.54,-151.31,196.0,19450101,20140313
701745-26480,701745,26480,"CHANDALAR LAKE",US,US,AK,PALR,67.511,-148.493,585.2,20060101,20130711
701745-46401,701745,46401,"CHANDALAR LAKE",US,US,AK,PALR,67.5,-148.483,585.0,,
701745-99999,701745,99999,"CHANDALAR LAKE",US,US,AK,PALR,67.5,-148.483,585.0,19730624,20051231
701746-99999,701746,99999,"DIETRICK (SAWRS)",US,US,AK,DTK,67.683,-149.733,454.0,19730825,19750729
701747-26467,701747,26467,"MERRILL PASS WEST",US,US,AK,PAER,61.25,-153.82,358.0,19730825,19750729
701748-99999,701748,99999,"PROSPECT CREEK ARPT",US,US,AK,PAPR,66.817,-150.65,335.0,19730825,20140311
701749-99999,701749,99999,"WISEMAN ARPT",US,US,AK,WSM,67.4,-150.117,360.0,19940819,20130718
701780-26529,701780,26529,"TANANA",US,US,AK,PATA,65.175,-152.107,67.1,19430601,20140313
701790-99999,701790,99999,"FIVE MILE CAMP",US,US,AK,,65.933,-149.833,155.0,19771103,19850531
701791-99999,701791,99999,"MANLEY HOT SPRINGS",US,US,AK,,65.0,-150.65,85.0,19431204,19891013
701793-26524,701793,26524,"MANLEY HOT SPRINGS",US,US,AK,PAML,64.999,-150.638,82.0,20060101,20140313
701793-99999,701793,99999,"MANLEY HOT SPRINGS",US,US,AK,PAML,65.0,-150.65,81.0,19900724,20051231
701795-99999,701795,99999,"FIVE MILE CAMP",US,US,AK,PAFV,65.933,-149.833,155.0,19730825,19960625
701940-26413,701940,26413,"FORT YUKON",US,US,AK,PFYU,66.567,-145.267,138.4,19730101,20140313
701940-99999,701940,99999,"FORT YUKON",US,US,AK,PFYU,66.567,-145.267,135.0,20000102,20031231
701945-46405,701945,46405,"ARCTIC VILLAGE",US,US,AK,PARC,68.115,-145.579,637.6,20060101,20140313
701945-99999,701945,99999,"ARCTIC VILLAGE",US,US,AK,PARC,68.117,-145.567,638.0,19950708,20051231
701970-99999,701970,99999,"CENTRAL",US,US,AK,CHP,65.483,-144.667,252.0,20021018,20021018
701975-26422,701975,26422,"EAGLE AIRPORT",US,US,AK,PAEG,64.777,-141.148,273.7,20060101,20140313
701975-99999,701975,99999,"EAGLE AIRPORT",US,US,AK,PAEG,64.783,-141.15,268.0,19980408,20051231
701995-26628,701995,26628,"GOLOVIN AIRPORT",US,US,AK,PAGL,64.5,-163.033,7.6,20050101,20140313
701995-99999,701995,99999,"GOLOVIN AIRPORT",US,US,AK,PAGL,64.54,-163.04,8.0,19990114,20041231
702000-26617,702000,26617,"NOME",US,US,AK,PAOM,64.511,-165.44,6.7,19350601,20140313
702004-99999,702004,99999,"WHITE MT ARPT",US,US,AK,PAWM,64.688,-163.413,81.0,20111201,20140313
702005-26647,702005,26647,"ST MARYS",US,US,AK,PASM,62.062,-163.3,95.1,20060101,20140313
702005-99999,702005,99999,"ST MARYS",US,US,AK,PASM,62.05,-163.3,95.0,19790408,20051231
702006-26502,702006,26502,"KALTAG AIRPORT",US,US,AK,PAKV,64.327,-158.742,61.0,20060101,20140313
702006-99999,702006,99999,"KALTAG AIRPORT",US,US,AK,PAKV,64.316,-158.73,54.0,19990114,20051231
702031-26620,702031,26620,"MOSES POINT",US,US,AK,,64.7,-162.05,6.1,19430608,19790128
702033-99999,702033,99999,"MOSES POINT",US,US,AK,MOS,64.7,-162.05,4.0,,
702035-26704,702035,26704,"SAVOONGA",US,US,AK,PASA,63.687,-170.493,16.2,20060108,20140313
702035-99999,702035,99999,"SAVOONGA",US,US,AK,PASA,63.683,-170.483,16.0,19870629,20051201
702040-26703,702040,26703,"GAMBELL (AWOS)",US,US,AK,PAGM,63.767,-171.733,7.9,19870603,20140313
702040-99999,702040,99999,"GAMBELL (AWOS)",US,US,AK,PAGM,63.767,-171.733,8.0,20000101,20031231
702060-26632,702060,26632,"NORTHEAST CAPE",US,US,AK,KOHC,63.317,-168.967,9.1,19520729,19690819
702070-26627,702070,26627,"UNALAKLEET",US,US,AK,PAUN,63.883,-160.8,6.1,19430601,20140313
702070-99999,702070,99999,"UNALAKLEET",US,US,AK,PAUN,63.883,-160.8,6.0,20000101,20031231
702075-26644,702075,26644,"ANVIK",US,US,AK,PANV,62.65,-160.183,26.8,20060101,20140313
702075-99999,702075,99999,"ANVIK",US,US,AK,PANV,62.65,-160.183,94.0,19950210,20051231
702084-26650,702084,26650,"EMMONAK",US,US,AK,PAEM,62.785,-164.491,4.3,20060101,20140313
702084-99999,702084,99999,"EMMONAK",US,US,AK,PAEM,62.783,-164.483,4.0,19440412,20051231
702090-99999,702090,99999,"MOUNTAIN VILLAGE",US,US,AK,,62.1,-163.683,102.0,,
702091-99999,702091,99999,"MOUNTAIN VILLAGE",US,US,AK,,62.083,-163.717,50.0,19441018,19450927
702120-26633,702120,26633,"CAPE ROMANZOFF AFS",US,US,AK,PACZ,61.783,-166.033,146.0,19530401,19991231
702120-26646,702120,26646,"CAPE ROMANZOFF AFS",US,US,AK,PACZ,61.783,-166.033,146.0,20060101,20140313
702120-99999,702120,99999,"CAPE ROMANZOFF AFS",US,US,AK,PACZ,61.783,-166.033,146.0,20000101,20051231
702180-99999,702180,99999,"NUNIVAK",US,US,AK,,60.0,-166.0,None,19440101,19730227
702185-26622,702185,26622,"MEKORYUK",US,US,AK,PAMY,60.383,-166.2,14.6,20060105,20140313
702185-99999,702185,99999,"MEKORYUK",US,US,AK,PAMY,60.367,-166.267,15.0,19831104,20051129
702186-26651,702186,26651,"HOOPER BAY",US,US,AK,PAHP,61.524,-166.147,5.5,20060101,20140313
702186-99999,702186,99999,"HOOPER BAY",US,US,AK,PAHP,61.517,-166.133,5.0,19841105,20051231
702190-26615,702190,26615,"BETHEL/BETHEL AIRPO",US,US,AK,PABE,60.785,-161.829,45.7,19450101,20140313
702195-99999,702195,99999,"NAPAKIAK",US,US,AK,WNA,60.7,-161.967,6.0,19940830,19950509
702220-26501,702220,26501,"GALENA A.",US,US,AK,PAGA,64.737,-156.934,46.0,20060101,20140313
702220-99999,702220,99999,"GALENA A.",US,US,AK,PAGA,64.733,-156.933,49.0,19420917,20051231
702223-26602,702223,26602,"KOYUK AIRPORT",US,US,AK,PAKK,64.935,-161.155,43.3,20060101,20140313
702223-99999,702223,99999,"KOYUK AIRPORT",US,US,AK,PAKK,64.933,-161.167,37.0,19760503,20051231
702224-99999,702224,99999,"EAGLE AIRPORT",US,US,AK,PAEG,64.78,-141.15,268.0,19810619,19950512
702225-99999,702225,99999,"HUSLIA",US,US,AK,PAHS,65.7,-156.383,55.0,19940103,20050817
702310-26510,702310,26510,"MCGRATH",US,US,AK,PAMC,62.957,-155.61,103.0,19730101,20140313
702312-26519,702312,26519,"FAREWELL LAKE",US,US,AK,PAFK,62.54,-153.617,321.0,19970402,19991231
702312-26555,702312,26555,"FAREWELL LAKE",US,US,AK,PAFK,62.543,-153.623,320.6,20060101,20140313
702312-99999,702312,99999,"FAREWELL LAKE",US,US,AK,PAFK,62.54,-153.617,321.0,20000101,20051231
702315-26536,702315,26536,"TATALINA LRRS",US,US,AK,PATL,62.894,-155.976,294.1,20060101,20140313
702315-99999,702315,99999,"TATALINA LRRS",US,US,AK,PATL,62.883,-155.967,294.0,19520401,20051231
702320-26516,702320,26516,"ANIAK",US,US,AK,PANI,61.583,-159.533,25.9,19730101,20140313
702320-99999,702320,99999,"ANIAK",US,US,AK,PANI,61.583,-159.533,26.0,20000101,20031231
702325-26443,702325,26443,"WASILLA",US,US,AK,PAWS,61.572,-149.541,107.9,20050101,20140313
702325-99999,702325,99999,"WASILLA",US,US,AK,PAWS,61.572,-149.54,108.0,19980226,20041231
702350-26534,702350,26534,"SPARREVOHN AFS",US,US,AK,PASV,61.1,-155.583,484.0,20060101,20140313
702350-99999,702350,99999,"SPARREVOHN AFS",US,US,AK,PASV,61.1,-155.567,484.0,19510711,20051231
702460-26512,702460,26512,"MINCHUMINA",US,US,AK,PAMH,63.886,-152.302,214.0,19730101,20140313
702460-99999,702460,99999,"MINCHUMINA",US,US,AK,PAMH,63.9,-152.267,214.0,20000101,20041230
702480-99999,702480,99999,"FAREWELL/INTERMEDIA",US,US,AK,,62.517,-153.883,458.0,19730101,19840605
702483-99999,702483,99999,"FAREWELL LAKE",US,US,AK,Z42,62.533,-153.617,323.1,19850130,19960425
702490-26526,702490,26526,"PUNTILLA",US,US,AK,KPTI,62.091,-152.735,559.9,20060101,20140313
702490-99999,702490,99999,"PUNTILLA",US,US,AK,PAPT,62.1,-152.75,560.0,19730101,20051231
702495-26547,702495,26547,"HAYES RIVER AIRPORT",US,US,AK,PAHZ,61.983,-152.083,305.1,20060101,20110127
702495-99999,702495,99999,"HAYES RIVER AIRPORT",US,US,AK,PAHZ,61.983,-152.083,305.0,19730101,20051231
702510-26528,702510,26528,"TALKEETNA",US,US,AK,PATK,62.32,-150.095,108.5,19730101,20140313
702520-99999,702520,99999,"TALKEETNA",US,US,AK,,62.3,-150.417,151.0,20050213,20050213
702550-26514,702550,26514,"SKWENTNA",US,US,AK,PASW,61.977,-151.217,45.1,19730101,20140313
702550-99999,702550,99999,"SKWENTNA",US,US,AK,PASW,61.967,-151.183,45.0,20000101,20041231
702590-26523,702590,26523,"KENAI",US,US,AK,PAEN,60.58,-151.239,28.0,19730101,20140313
