stationId,usaf,wban,stationName,country,fipsCountry,state,callSign,lat,lon,elevation,begin,end
720527-99999,720527,99999,"SPRINGFIELD MUNI",US,US,CO,K8V7,37.45,-102.617,1338.0,,
720528-99999,720528,99999,"CENTRAL COLORADO RGN",US,US,CO,KAEJ,38.817,-106.117,2423.0,20100401,20140313
720529-99999,720529,99999,"HOPKINS FIELD",US,US,CO,KAIB,38.233,-108.567,1811.0,20080704,20140313
720531-99999,720531,99999,"BLAKE FIELD / DELTA",US,US,CO,KAJZ,38.783,-108.067,1583.0,20120209,20140313
720532-99999,720532,99999,"HARRIET- ALEXANDER F",US,US,CO,KANK,38.533,-106.05,2294.0,20091121,20140313
720533-99999,720533,99999,"BOULDER MUNI",US,US,CO,KBDU,40.033,-105.217,1612.0,20100201,20140312
720534-99999,720534,99999,"ERIE MUNI",US,US,CO,KEIK,40.017,-105.05,1564.0,20100218,20140312
720535-99999,720535,99999,"FORT MORGAN MUNI",US,US,CO,KFMM,40.333,-103.8,1393.0,20120726,20140313
720536-99999,720536,99999,"GRANBY GRAND CO",US,US,CO,KGNB,40.083,-105.917,2501.0,,
720537-99999,720537,99999,"HOLYOKE",US,US,CO,KHEQ,40.567,-102.267,1137.0,20101129,20140306
720538-99999,720538,99999,"VANCE BRAND AIRPORT",US,US,CO,KLMO,40.167,-105.167,1541.0,20101202,20140312
720539-99999,720539,99999,"STEVENS FIELD",US,US,CO,KPSO,37.283,-107.05,2335.0,20091001,20140313
720541-99999,720541,99999,"UNIVERSITY OXFORD",US,US,MS,KUOX,34.383,-89.533,138.0,20080530,20140221
720542-99999,720542,99999,"LAGO VISTA/RUSTY ALL",US,US,TX,KRYW,30.5,-97.967,375.0,20080825,20140313
720543-99999,720543,99999,"AUBURN / DE KALB CO",US,US,IN,KGWB,41.3,-85.067,268.0,20080612,20140313
720544-99999,720544,99999,"STERLING MUNI",US,US,CO,KSTK,40.617,-103.267,1231.0,20101129,20140312
720545-99999,720545,99999,"CHESTER AIRPORT",US,US,CT,KSNC,41.384,-72.506,127.0,20080817,20140313
720546-99999,720546,99999,"EUREKA",US,US,NV,K05U,39.6,-116.0,1815.0,20120209,20130729
720547-99999,720547,99999,"RENO STEAD",US,US,NV,K4SD,39.667,-119.883,1540.0,,
720548-99999,720548,99999,"SILVER SPRINGS AIRP",US,US,NV,KB08,39.4,-119.25,1302.0,,
720549-99999,720549,99999,"CARSON CITY AIRPORT",US,US,NV,KCXP,39.183,-119.733,1432.0,20100714,20140313
720551-99999,720551,99999,"MINDEN TAHOE AIRPORT",US,US,NV,KMEV,39.0,-119.751,1440.0,,
720552-99999,720552,99999,"NYC WEST 30TH HELIPO",US,US,NY,KJRA,40.75,-74.0,2.0,,
720553-99999,720553,99999,"PORT AUTH DOWNTN MAN",US,US,NY,KJRB,40.701,-74.009,2.0,,
720554-99999,720554,99999,"COLUMBIA CO",US,US,NY,K1B1,42.283,-73.717,60.0,,
720555-99999,720555,99999,"HORNELL MUNI",US,US,NY,K4G6,42.382,-77.682,372.0,,
720556-99999,720556,99999,"SARATOGA CO",US,US,NY,K5B2,43.051,-73.861,132.0,,
720557-99999,720557,99999,"TRI CITIES AIRPORT",US,US,NY,KCZG,42.083,-76.1,254.0,,
720558-99999,720558,99999,"ELK CITY MUNI",US,US,OK,KELK,35.431,-99.394,610.0,,
720559-99999,720559,99999,"STAN STAMPER MUNI",US,US,OK,KHHW,34.033,-95.533,174.0,20120202,20140313
720561-99999,720561,99999,"WILLIAM R POGUE MUNI",US,US,OK,KOWP,36.167,-96.15,272.0,20130822,20140313
720562-99999,720562,99999,"VAGABOND AAF",US,US,WA,,46.667,-120.45,418.0,20080530,20140313
720564-99999,720564,99999,"WINTHROP COUNTY AIR",US,US,WA,KS52,48.417,-120.15,520.0,,
720565-99999,720565,99999,"HEBER CITY MUNI MCDO",US,US,UT,K36U,40.482,-111.429,1718.0,20100412,20110228
720566-99999,720566,99999,"ROOSEVELT MUNI",US,US,UT,K74V,40.279,-110.051,1576.0,,
720567-99999,720567,99999,"BRIGHAM CITY AIRPOR",US,US,UT,KBMC,41.55,-112.067,1289.0,,
720568-99999,720568,99999,"FILLMORE MUNI",US,US,UT,KFOM,38.967,-112.367,1521.0,,
720569-99999,720569,99999,"KANAB MUNI",US,US,UT,KKNB,37.011,-112.531,1484.0,20130813,20130813
720571-99999,720571,99999,"RICHFIELD MUNI",US,US,UT,KRIF,38.733,-112.1,1616.0,,
720572-99999,720572,99999,"BOLINDER FIELD TOOEL",US,US,UT,KTVY,40.617,-112.35,1317.0,,
720573-99999,720573,99999,"SALT LAKE CITY MUNI",US,US,UT,KU42,40.617,-112.0,1404.0,,
720574-99999,720574,99999,"BEAVER MUNI",US,US,UT,KU52,38.233,-112.667,1788.0,,
720575-99999,720575,99999,"INDIANAPOLIS EXECUTI",US,US,IN,KTYQ,40.031,-86.251,281.0,20080721,20140313
720576-99999,720576,99999,"DAVIS",US,US,CA,KEDU,38.533,-121.783,21.0,20080721,20140313
720577-99999,720577,99999,"HENDERSON/RUSK COUNT",US,US,TX,KRFI,32.15,-94.85,135.0,20080721,20140313
720578-99999,720578,99999,"STEPHENS CO",US,US,TX,KBKD,32.717,-98.892,391.0,20080721,20140313
720579-99999,720579,99999,"CASTROVILLE MUNI",US,US,TX,KCVB,29.35,-98.85,235.0,20080825,20130731
720581-99999,720581,99999,"LINDEN",US,US,NJ,KLDJ,40.617,-74.25,7.0,20080721,20140313
720582-99999,720582,99999,"TODD FLD",US,US,MN,K14Y,45.9,-94.867,406.0,20080721,20130731
720583-99999,720583,99999,"LAKE ELMO",US,US,MN,K21D,45.0,-92.85,284.0,20080721,20130731
720584-99999,720584,99999,"ZAPATA CO",US,US,TX,KAPY,26.967,-99.25,129.0,20080721,20140313
720585-99999,720585,99999,"ELBOW LAKE MUNI",US,US,MN,KY63,45.986,-95.992,367.0,20080721,20130731
720586-99999,720586,99999,"PLATTEVILLE MUNI",US,US,WI,KPVB,42.683,-90.45,312.0,20080825,20140313
720587-99999,720587,99999,"ABBEVILLE CHRIS CRUS",US,US,LA,KIYA,29.976,-92.084,15.0,20080825,20140313
720588-99999,720588,99999,"OXFORD",US,US,MS,,34.383,-89.533,136.0,20080825,20100527
720589-99999,720589,99999,"SHAWANO",US,US,WI,KEZS,44.783,-88.55,248.0,20080915,20140313
720591-99999,720591,99999,"CAMP PEARY LANDING S",US,US,VA,KW94,37.3,-76.633,11.0,,
720592-99999,720592,99999,"SONNY CALLAHAN ARPT",US,US,AL,KCQF,30.46,-87.877,28.0,20081022,20140222
720593-99999,720593,99999,"KNOX/STARKE CO",US,US,IN,KOXI,41.333,-86.667,208.0,20081022,20140313
720594-99999,720594,99999,"HUSTON/DUNN HELISTOP",US,US,TX,KMCJ,29.717,-95.383,69.0,20081022,20140313
720596-99999,720596,99999,"NEWBERRY",US,US,SC,KEOE,34.3,-81.633,173.0,20090105,20140313
720597-99999,720597,99999,"LAURENS",US,US,SC,KLUX,34.5,-81.95,212.0,20090105,20140313
720598-99999,720598,99999,"MONCKS CORNER",US,US,SC,KMKS,33.183,-80.033,22.0,20090105,20140310
720599-99999,720599,99999,"CHESTER",US,US,SC,KDCM,34.783,-81.2,200.0,20090105,20140313
720601-99999,720601,99999,"AIKEN",US,US,SC,KAIK,33.65,-81.683,161.0,20090105,20140313
720602-99999,720602,99999,"BARNWELL CO",US,US,SC,KBNL,33.25,-81.383,75.0,20090105,20140313
720603-99999,720603,99999,"CAMDEN/WOODWARD FLD",US,US,SC,KCDN,34.283,-80.567,92.0,20090105,20140226
720604-99999,720604,99999,"KINGSTREE/WILLIAMSB",US,US,SC,KCKI,33.717,-79.85,20.0,20090105,20140313
720605-99999,720605,99999,"CHERAW",US,US,SC,KCQW,34.717,-79.95,73.0,20090105,20140313
720606-99999,720606,99999,"CHARLESTON EXECUTIVE",US,US,SC,KJZI,32.701,-80.003,5.0,20090105,20140313
720607-99999,720607,99999,"LANCASTER CO MC WHIR",US,US,SC,KLKR,34.717,-80.85,148.0,20090105,20140313
720608-99999,720608,99999,"MARION CO",US,US,SC,KMAO,34.181,-79.335,28.0,20090105,20140313
720609-99999,720609,99999,"WALTERBORO/LOWCOUNT",US,US,SC,KRBW,32.917,-80.633,31.0,20090105,20140313
720611-99999,720611,99999,"SUMTER",US,US,SC,KSMS,34.0,-80.367,55.0,20090105,20140313
720612-99999,720612,99999,"BEAUFORT",US,US,NC,KARW,32.4,-80.633,38.0,20090120,20140313
720613-99999,720613,99999,"CONWAY HORRY CO",US,US,SC,KHYW,33.828,-79.122,10.0,20090601,20140313
720614-99999,720614,99999,"LINCOLN RGNL",US,US,CA,KLHM,38.909,-121.351,37.0,20090601,20140313
720615-99999,720615,99999,"COLUMBIA",US,US,CA,KO22,38.033,-120.417,646.0,20090120,20130731
720616-99999,720616,99999,"BRANSON AIRPORT",US,US,MO,KBBG,36.533,-93.2,397.0,20090201,20140313
720617-99999,720617,99999,"HUSTON/EXECUTIVE",US,US,TX,KTME,29.8,-95.9,51.0,20090204,20140313
720618-99999,720618,99999,"PENTAGON AHP",US,US,MD,KJPN,38.866,-77.05,12.0,,
720619-99999,720619,99999,"F E WARREN AFB HELIP",US,US,WY,KFEW,41.133,-104.867,1878.0,20090423,20140312
720621-99999,720621,99999,"YUCCA AIRFIELD",US,US,NV,KUCC,36.95,-116.033,1195.0,,
720622-99999,720622,99999,"BOWIE MUNI",US,US,TX,K0F2,33.6,-97.783,336.0,20090320,20130731
720623-99999,720623,99999,"ELIZABETHON MUNI",US,US,TN,K0A9,36.367,-82.167,486.0,20090325,20130731
720624-99999,720624,99999,"MADISON MUNI",US,US,SD,KMDS,44.016,-97.086,523.0,20090312,20140313
720625-99999,720625,99999,"BLACKWELL TONKAWA MU",US,US,OK,KBKN,36.75,-97.35,314.0,20090312,20140219
720626-99999,720626,99999,"PAMPA M VISTA",US,US,TX,KBPC,35.883,-101.033,845.0,20090313,20140313
720627-99999,720627,99999,"STIGLER RGNL",US,US,OK,KGZL,35.283,-95.1,183.0,20090312,20140313
720628-99999,720628,99999,"OKLAHOMA CITY/PAGE",US,US,OK,KRCE,35.483,-97.817,413.0,20090312,20140313
720629-99999,720629,99999,"JACK BARSTOW",US,US,MI,KIKW,43.663,-84.261,194.0,20090406,20140313
720631-99999,720631,99999,"MARLBORO CO JETPORT",US,US,SC,KBBP,34.617,-79.733,45.0,20090403,20140313
720632-99999,720632,99999,"SUMMERVILLE",US,US,SC,KDYB,33.063,-80.279,17.0,20090404,20140312
720633-99999,720633,99999,"HARTSVILLE RGNL",US,US,SC,KHVS,34.4,-80.117,111.0,20090403,20140313
720634-99999,720634,99999,"FAIRFIELD CO/WINNSBO",US,US,SC,KFDW,34.315,-81.109,176.0,20090421,20140313
720635-99999,720635,99999,"H A CLARK MEM FLD /",US,US,AZ,KCMR,35.3,-112.2,2035.0,20090508,20140313
720636-99999,720636,99999,"CLINTON MEMORIAL AIR",US,US,MO,KGLY,38.35,-93.683,251.0,20090508,20140313
720637-99999,720637,99999,"HOUSTON SOUTHWEST A",US,US,TX,KAXH,29.5,-95.477,21.0,20090601,20140313
720638-99999,720638,99999,"BEND MUNI AIRPORT",US,US,OR,KBDN,44.095,-121.2,1055.0,20090524,20140313
720639-99999,720639,99999,"HORSESHOE BAY AIRPAR",US,US,TX,KDZB,30.533,-98.367,333.0,20090605,20140313
720641-99999,720641,99999,"SCHRIEVER AFB",US,US,CO,KSHM,38.8,-104.517,1900.0,20121018,20140312
720642-99999,720642,99999,"CHEYENNE MTN AS",US,US,CO,KCWN,38.75,-104.85,2040.0,20121120,20140203
720643-99999,720643,99999,"FOREST CITY MUNI",US,US,IA,KFXY,43.233,-93.783,375.0,20090702,20130731
720644-99999,720644,99999,"BUCKEYE MUNI",US,US,AZ,KBXK,33.417,-112.683,311.0,20090708,20140313
720645-99999,720645,99999,"PLACERVILLE AIRPORT",US,US,CA,KPVF,38.717,-120.75,787.0,20090711,20140313
720646-99999,720646,99999,"HALF MOON BAY AIRPOR",US,US,CA,KHAF,37.513,-122.501,20.0,20090717,20140313
720647-99999,720647,99999,"LAMPASAS AIRPORT",US,US,TX,KLZZ,31.106,-98.196,370.0,20090719,20140313
720648-99999,720648,99999,"AUSTIN EXECUTIVE",US,US,TX,KEDC,30.395,-97.567,188.0,20090722,20140313
720649-99999,720649,99999,"HALIFAX-NORTHAMPTON",US,US,NC,KIXA,36.33,-77.635,44.0,20090722,20140313
720651-99999,720651,99999,"UNION COUNTY AIRPORT",US,US,OH,KMRT,40.225,-83.352,311.0,20090721,20140313
720652-99999,720652,99999,"USMC MTN WARFARE TRA",US,US,CA,KBAN,38.35,-119.517,2067.0,20090813,20140313
720654-99999,720654,99999,"CORNING MUNI",US,US,AR,K4M9,36.4,-90.65,89.0,20090701,20130731
720655-99999,720655,99999,"CRYSTAL RIVER",US,US,FL,KCGC,28.867,-82.567,3.0,20090812,20140313
720656-99999,720656,99999,"MIDDLETON MUNI MORE",US,US,WI,KC29,43.117,-89.533,283.0,20091104,20130731
720657-99999,720657,99999,"HINCKLEY/FIELD OF DR",US,US,MN,K04W,46.023,-92.895,311.0,20091111,20130731
720658-99999,720658,99999,"SAUK CENTER MUNI",US,US,MN,KD39,45.707,-94.933,379.0,20091111,20130731
720659-99999,720659,99999,"OZONA MUNI",US,US,TX,KOZA,30.735,-101.203,726.0,20091118,20140313
720661-99999,720661,99999,"IONIA CO",US,US,MI,KY70,42.938,-85.061,249.0,20091203,20130731
720663-99999,720663,99999,"VIROQUA MUNI",US,US,WI,KY51,43.579,-90.913,394.0,20091216,20130731
720664-99999,720664,99999,"OIL PLATFORM/INDEPE",US,US,LA,KIPN,28.083,-87.983,224.0,20091217,20140313
720665-99999,720665,99999,"OIL PLATFORM/MAGNOLI",US,US,LA,KGBK,27.2,-92.2,224.0,20091217,20140313
720666-99999,720666,99999,"OIL PLATFORM/SHIP S",US,US,LA,KSPR,28.6,-91.2,224.0,20091217,20140313
720667-99999,720667,99999,"OIL PLATFORM/INNOVA",US,US,MS,KMYT,28.217,-89.617,224.0,20091217,20140203
720668-99999,720668,99999,"OIL PLATFORM/EAST B",US,US,TX,KEMK,27.817,-94.317,224.0,20091217,20140313
720669-99999,720669,99999,"OIL PLATFORM/GUNNIS",US,US,TX,KGUL,27.3,-93.533,224.0,20091217,20140313
720671-99999,720671,99999,"JESUP WAYNE CO",US,US,GA,KJES,31.554,-81.883,33.0,20100111,20140313
720672-99999,720672,99999,"FLAGLER CO",US,US,FL,KXFL,29.467,-81.206,10.0,20091103,20140313
720674-99999,720674,99999,"WEST GEORGIA RGNL",US,US,GA,KCTJ,33.633,-85.15,354.0,20100129,20140313
720675-99999,720675,99999,"IND SPRNG RANGE 63",US,US,NV,KL63,36.533,-115.567,972.0,20100305,20111230
720676-99999,720676,99999,"ROBINSON AAF",US,US,AR,KRBM,34.85,-92.3,179.0,,
720677-99999,720677,99999,"SMITHVILLE MUNI",US,US,TN,K0A3,35.985,-85.809,330.0,,
720678-99999,720678,99999,"WARREN MUNI",US,US,AR,K3M9,33.56,-92.085,72.0,,
720679-99999,720679,99999,"SYCAMORE STRIP",US,US,TX,K9F9,32.628,-97.354,232.0,,
720681-99999,720681,99999,"CALAVERAS CO RASMUSS",US,US,CA,KCPU,38.146,-120.648,404.0,,
720682-99999,720682,99999,"TOWN OF SPRINGERVILL",US,US,AZ,KD68,34.135,-109.31,2149.0,,
720683-99999,720683,99999,"ROMEO STATE",US,US,MI,KD98,42.8,-82.983,227.0,,
720684-99999,720684,99999,"PHIFER AFLD",US,US,WY,KEAN,42.05,-104.933,1455.0,,
720685-99999,720685,99999,"PECK / FD POINT",US,US,MI,KECK,43.25,-82.717,247.0,,
720686-99999,720686,99999,"WESTMINSTER / FD PO",US,US,MD,KEMI,39.5,-76.983,152.0,,
720687-99999,720687,99999,"HEMET RYAN",US,US,CA,KHMT,33.734,-117.023,461.0,,
720688-99999,720688,99999,"WHEATLAND CO AT HAR",US,US,MT,KHWQ,46.449,-109.853,1314.0,,
720689-99999,720689,99999,"HARDIN CO",US,US,OH,KI95,40.611,-83.65,312.0,,
720691-99999,720691,99999,"WILSON CREEK",US,US,NV,KILC,38.25,-114.383,2840.0,,
720692-99999,720692,99999,"HESPERIA",US,US,CA,KL26,34.383,-117.317,1033.0,,
720693-99999,720693,99999,"RIALTO MUNI MIRO FL",US,US,CA,KL67,34.133,-117.4,443.0,,
720694-99999,720694,99999,"FRANK FEDERER MEM",US,US,AR,KM36,34.883,-91.183,59.0,,
720695-99999,720695,99999,"HAMMONTON MUNI",US,US,NJ,KN81,39.667,-74.758,21.0,,
720696-99999,720696,99999,"LONE PINE",US,US,CA,KO26,36.588,-118.052,1122.0,,
720697-99999,720697,99999,"CAMERON AIRPARK",US,US,CA,KO61,38.684,-120.988,392.0,,
720698-99999,720698,99999,"OMAHA VOR",US,US,NE,KOVR,41.167,-95.733,312.0,,
720699-99999,720699,99999,"CARROLL CO RGNL JAC",US,US,MD,KDMW,39.608,-77.008,240.0,20100218,20101231
720701-99999,720701,99999,"OSCEOLA MUNI",US,US,IA,KI75,41.05,-93.683,338.0,20100218,20130731
720702-99999,720702,99999,"SKYPARK",US,US,UT,KBTF,40.869,-111.927,1291.0,,
720703-99999,720703,99999,"FT UNION / VEGAS",US,US,NM,KFTI,35.65,-105.133,2094.0,,
720704-99999,720704,99999,"WHATCOM (BLI)",US,US,WA,KHUH,48.95,-122.583,26.0,,
720705-99999,720705,99999,"JAMES A RHODES",US,US,OH,KI43,38.981,-82.578,221.0,,
720706-99999,720706,99999,"RUSH COUNTY AIPORT",US,US,KS,KK94,38.547,-99.29,631.0,,
720707-99999,720707,99999,"STOVEPIPE WELLS AIRP",US,US,CA,KL09,36.604,-117.159,8.0,,
720708-99999,720708,99999,"JOE WILLIAMS NOLF",US,US,MS,KNJW,32.796,-88.832,165.0,,
720709-99999,720709,99999,"PUTNAM CO",US,US,OH,KOWX,41.036,-83.982,233.0,,
720711-99999,720711,99999,"SMOKETOWN AIRPORT",US,US,PA,KS37,40.042,-76.201,113.0,,
720712-99999,720712,99999,"HENRY TIFT MYERS",US,US,GA,KTMA,31.429,-83.489,108.0,20100804,20140313
720713-99999,720713,99999,"DARKE CO",US,US,OH,KVES,40.204,-84.532,307.0,20100308,20140313
720714-99999,720714,99999,"PAULDING COUNTY AIRP",US,US,GA,KPUJ,33.912,-84.941,393.0,20100425,20140313
720715-99999,720715,99999,"GOLD BEACH MUNI",US,US,OR,K4S1,42.413,-124.424,5.0,,
720716-99999,720716,99999,"LURAY CAVERNS AIRPOR",US,US,VA,KW45,38.667,-78.501,275.0,20100429,20130731
720717-99999,720717,99999,"WEST DELTA OIL PLATF",US,US,MS,KDLP,29.117,-89.55,224.0,20100430,20140313
720718-99999,720718,99999,"MISSISSIPPI CANYON O",US,US,LA,KMDJ,28.65,-89.8,224.0,20100430,20140313
720719-99999,720719,99999,"EAST CAMERON OIL PLA",US,US,LA,KEHC,28.433,-92.883,224.0,20100430,20140313
720721-99999,720721,99999,"SABINE OIL PLATFORM",US,US,LA,KVBS,29.483,-93.633,224.0,20100430,20140313
720722-99999,720722,99999,"S MARSH OIL PLATFORM",US,US,LA,KSCF,29.117,-91.867,224.0,20100430,20140313
720723-99999,720723,99999,"VERMILLION OIL PLATF",US,US,LA,KVNP,29.467,-92.367,224.0,20100430,20130424
720724-99999,720724,99999,"ALEXANDER MUNI",US,US,NM,KE80,34.645,-106.834,1583.0,20100503,20130731
720725-99999,720725,99999,"BRAZOS 133",US,US,TX,KBBF,27.835,-96.011,0.0,20100504,20140313
720726-99999,720726,99999,"GALVESTON 424",US,US,TX,KGVX,28.577,-94.977,0.0,20100504,20140313
720727-99999,720727,99999,"HIGH ISLAND 376",US,US,TX,KHQI,27.962,-93.671,0.0,20100504,20140313
720728-99999,720728,99999,"FLORENCE MUNI",US,US,OR,K6S2,43.983,-124.111,16.0,,
720729-99999,720729,99999,"BRAZOS 451",US,US,TX,KBQX,28.5,-95.717,0.0,20100513,20140313
720731-99999,720731,99999,"MUSTANG ISLAND 31",US,US,TX,KMIU,27.283,-96.733,0.0,20100513,20131023
720732-99999,720732,99999,"MUSTANG ISLAND A85A",US,US,TX,KMZG,27.733,-96.183,0.0,20100513,20140313
720733-99999,720733,99999,"BOERNE STAGE FIELD",US,US,TX,K5C1,29.724,-98.695,422.0,20100511,20130730
720734-99999,720734,99999,"NAMPA MUNI",US,US,ID,KMAN,43.581,-116.523,773.0,20100514,20140313
720735-99999,720735,99999,"NW PANAMA CITY INTL",US,US,FL,KECP,30.358,-85.799,21.0,20100523,20110228
720736-99999,720736,99999,"FULTON CO ARPT",US,US,IN,KRCR,41.066,-86.182,241.0,20100607,20140313
720737-99999,720737,99999,"CARRINGTON MUNI ARPT",US,US,ND,K46D,47.451,-99.151,490.0,20100610,20140313
720738-99999,720738,99999,"THOMASVILLE RGNL",US,US,GA,KTVI,30.902,-83.881,80.0,20100621,20140313
720739-99999,720739,99999,"MINDEN-WEBSTER AIRPO",US,US,LA,KMNE,32.646,-93.298,85.0,20100614,20140313
720741-99999,720741,99999,"BOULDER CITY MUNI",US,US,NV,KBVU,35.947,-114.861,671.0,20100624,20140313
720742-99999,720742,99999,"FAITH RANCH AIRPORT",US,US,TX,KFTN,28.209,-100.019,236.0,20100618,20140313
720744-99999,720744,99999,"PICKENS CO AIRPORT",US,US,SC,KLQK,34.817,-82.7,309.0,20100719,20140313
720745-99999,720745,99999,"BOOMVANG HELIPORT /",US,US,,KVAF,27.35,-94.633,101.0,20100722,20140313
720746-99999,720746,99999,"COVINGTON MUNI ARPT",US,US,GA,K9A1,33.632,-83.85,242.0,20100901,20130731
720747-99999,720747,99999,"ELK MOUNTAIN",US,US,WY,KEHY,41.733,-106.467,2225.0,20100914,20120312
720749-99999,720749,99999,"WHIDBEY ISLAND NAS",US,US,WA,KNUW,48.35,-122.65,14.0,,
720751-99999,720751,99999,"PORT ARANSAS MUSTANG",US,US,TX,K2R8,27.817,-97.083,2.0,,
720752-99999,720752,99999,"ROCHE HARBOR",US,US,WA,WA09,48.612,-123.139,30.0,,
720753-99999,720753,99999,"KEN JENSTEDT",US,US,OR,K4S2,45.667,-121.533,192.0,,
720754-99999,720754,99999,"LE SUEUR MUNI",US,US,MN,K12Y,44.437,-93.913,265.0,,
720755-99999,720755,99999,"WOOD COUNTY",US,US,OH,K1G0,41.391,-83.63,205.0,,
720756-99999,720756,99999,"CREVE COEUR",US,US,MO,K1H0,38.727,-90.508,141.0,,
720757-99999,720757,99999,"SALEM AIRPARK INC",US,US,OH,K38D,40.948,-80.862,354.0,,
720758-99999,720758,99999,"GREENWOOD LAKE",US,US,NJ,K4N1,41.128,-74.347,241.0,,
720759-99999,720759,99999,"RAVALLI CO",US,US,MT,K6S5,46.251,-114.125,1110.0,,
720761-99999,720761,99999,"WALL MUNI",US,US,SD,K6V4,44.0,-102.254,857.0,,
720762-99999,720762,99999,"GEAUGA CO",US,US,OH,K7G8,41.45,-81.063,358.0,,
720763-99999,720763,99999,"WICKENBURG MUNI",US,US,AZ,KE25,33.969,-112.799,727.0,,
720764-99999,720764,99999,"BRUCE FLD",US,US,TX,KE30,31.674,-99.977,530.0,,
720765-99999,720765,99999,"TRIPP CREEK AIRPORT",US,US,MI,K39T,43.065,-84.489,219.0,,
720766-99999,720766,99999,"GOODSPEED AIRPORT",US,US,CT,K42B,41.446,-72.456,3.0,,
720767-99999,720767,99999,"GREENVILLE MUNI",US,US,PA,K4G1,41.447,-80.391,366.0,,
720768-99999,720768,99999,"LEE CO",US,US,VA,K0VG,36.654,-83.218,430.0,20100921,20140313
720769-99999,720769,99999,"GEORGE M BRYAN",US,US,MS,KSTF,33.433,-88.849,101.0,20100923,20140313
720771-99999,720771,99999,"COLEMAN MUNI",US,US,TX,KCOM,31.841,-99.404,517.0,20100930,20140312
720772-99999,720772,99999,"MORIARTY ARPT",US,US,NM,K0E0,34.987,-106.009,1889.0,20101013,20110228
720773-99999,720773,99999,"COURTLAND AIRPORT",US,US,AL,K9A4,34.659,-87.349,179.0,20101018,20130731
720774-99999,720774,99999,"ROBERTS AHP",US,US,CA,KSYL,35.815,-120.744,192.0,,
720775-99999,720775,99999,"ELLINGTON",US,US,TN,KLUG,35.507,-86.804,219.0,,
720776-99999,720776,99999,"HESLER NOBLE FLD",US,US,MS,KLUL,31.673,-89.172,73.0,20121118,20121118
720777-99999,720777,99999,"LAWRENCEVILLE BRUNSW",US,US,VA,KLVL,36.773,-77.794,100.0,,
720778-99999,720778,99999,"WELLS MUNI / HARRIET",US,US,NV,KLWL,41.117,-114.922,1759.0,,
720779-99999,720779,99999,"MEXIA LIMESTONE CO",US,US,TX,KLXY,31.64,-96.515,166.0,20130829,20140313
720781-99999,720781,99999,"LYONS RICE CO MUNI",US,US,KS,KLYO,38.343,-98.227,515.0,,
720782-99999,720782,99999,"CARUTHERSVILLE MUNI",US,US,MO,KM05,36.169,-89.677,82.0,,
720783-99999,720783,99999,"COPIAH CO",US,US,MS,KM11,31.903,-90.369,135.0,,
720784-99999,720784,99999,"STEELE MUNI",US,US,MO,KM12,36.096,-89.863,79.0,,
720785-99999,720785,99999,"POPLARVILLE PEARL RI",US,US,MS,KM13,30.786,-89.505,98.0,,
720786-99999,720786,99999,"PERRY COUNTY",US,US,TN,KM15,35.6,-87.883,226.0,,
720787-99999,720787,99999,"JOHN B WILLIAMS ARPT",US,US,MS,KJVW,32.304,-90.411,75.0,20110402,20140313
720788-99999,720788,99999,"BOLIVAR MUNI",US,US,MS,KM17,37.596,-93.348,333.0,,
720789-99999,720789,99999,"HOPE MUNI",US,US,AR,KM18,33.72,-93.659,109.0,,
720791-99999,720791,99999,"GRAYSON CO",US,US,KY,KM20,37.4,-86.26,232.0,,
720792-99999,720792,99999,"RUSSELLVILLE MUNI",US,US,AL,KM22,34.445,-87.711,220.0,,
720793-99999,720793,99999,"JAMES H EASOM FLD",US,US,MS,KM23,32.311,-89.136,112.0,,
720794-99999,720794,99999,"DEAN GRIFFIN MEMORIA",US,US,MS,KM24,30.843,-89.16,82.0,,
720795-99999,720795,99999,"WALDRON MUNI",US,US,AR,KM27,34.876,-94.109,212.0,,
720796-99999,720796,99999,"HASSELL FIELD",US,US,TN,KM29,35.385,-87.968,122.0,,
720797-99999,720797,99999,"ARNOLD FIELD",US,US,TN,KM31,35.903,-89.397,89.0,,
720798-99999,720798,99999,"LAKE VILLAGE MUNI",US,US,AR,KM32,33.346,-91.316,38.0,,
720799-99999,720799,99999,"TICONDEROGA MUNI",US,US,NY,K4B6,43.877,-73.413,84.0,,
720801-99999,720801,99999,"SCHROON LAKE",US,US,NY,K4B7,43.863,-73.743,253.0,,
720802-99999,720802,99999,"ROBERTSON FLD",US,US,CT,K4B8,41.69,-72.865,61.0,,
720803-99999,720803,99999,"ALBIA MUNI",US,US,IA,K4C8,41.0,-92.763,294.0,,
720804-99999,720804,99999,"ABRAMS MUNI",US,US,MI,K4D0,42.774,-84.733,257.0,,
720805-99999,720805,99999,"ELLENDALE MUNI",US,US,ND,K4E7,46.013,-98.513,443.0,,
720806-99999,720806,99999,"PANOLA CO SHARPE FLD",US,US,TX,K4F2,32.176,-94.299,76.0,,
720807-99999,720807,99999,"KIZER FLD",US,US,AR,K4F7,33.804,-93.362,97.0,,
720808-99999,720808,99999,"WILSON MUNI",US,US,AR,K4F8,33.444,-93.054,70.0,,
720809-99999,720809,99999,"LA MOURE ROTT MUNI",US,US,ND,K4F9,46.347,-98.284,399.0,,
720811-99999,720811,99999,"YOUNGSTOWN ELSER MET",US,US,OH,K4G4,40.962,-80.677,326.0,,
